subscriber,income,age,var1,gender,house_type,lastVisit,product02
1031,238710.8,52.70986,1.571332,f,OWNER,7/7/2012 23:01,Ja
1032,75154.62,39.66543,0.05656423,m,OWNER,7/8/2012 15:54,Nee
1033,222074.6,49.07522,1.812027,f,OWNER,7/8/2012 16:26,Ja
1034,176471.5,50.0524,1.774338,f,OWNER,7/8/2012 18:39,Nee
1035,18111.18,54.76491,NA,NA,RENTAL,7/8/2012 20:49,Ja
1036,18111.18,54.76491,-2.072707,m,RENTAL,7/8/2012 20:49,Ja
1037,NA,55.43963,NA,NA,RENTAL,7/9/2012 0:09,Nee
1038,44331.9,55.43963,-1.692809,m,RENTAL,7/9/2012 0:09,Nee
1039,78457.7,42.10164,0.562414,m,OWNER,7/9/2012 2:02,Nee
1040,196831.5,97.82902,-1.218474,f,RENTAL,7/9/2012 5:09,Nee
1041,107394.5,27.01158,2.201303,m,OWNER,7/9/2012 17:34,Nee
1042,103677.3,58.22808,-1.188029,f,RENTAL,7/9/2012 17:50,Nee
1043,16184.00813,28.69590382,-0.117366592,m,RENTAL,7/9/2012 20:55,Nee
1044,317508.9,58.71315,1.036168,f,OWNER,7/10/2012 15:16,Ja
1045,85440.27818,25.79189748,1.800994737,m,OWNER,7/10/2012 17:14,Ja
1046,116338.1,NA,-0.1442681,NA,NA,7/10/2012 18:24,Ja
1047,116338.1,52.222,-0.1442681,m,RENTAL,7/10/2012 18:24,Ja
1048,165563.6,60.41928,-1.130762,f,RENTAL,7/11/2012 0:04,Nee
1049,84914.25,39.40727,-1.235656,f,RENTAL,7/11/2012 1:06,Nee
1050,74674.52,62.82548,-1.782674,f,RENTAL,7/11/2012 4:07,Ja
1051,68856.46509,NA,NA,NA,NA,7/11/2012 6:23,Ja
1052,68856.46509,69.69853831,-4.30246055,m,RENTAL,7/11/2012 6:23,Ja
1053,163225.3,35.31306,1.223004,f,OWNER,7/11/2012 7:41,Ja
1054,73675.41,46.66838,-1.335803,f,RENTAL,7/11/2012 14:58,Nee
1055,312798.7,63.5515,0.4788213,f,OWNER,7/11/2012 15:01,Ja
1056,47695.27711,32.34733489,1.149212575,m,OWNER,7/11/2012 15:43,Nee
1057,9084.768472,38.75300941,-1.536818806,m,RENTAL,7/12/2012 0:07,Nee
1058,85299.87,51.64383,0.7038627,f,OWNER,7/12/2012 1:39,Ja
1059,89949.4,44.89989,0.5581613,f,OWNER,7/12/2012 1:52,Ja
1060,8825.293,31.94153,-0.493528,m,RENTAL,7/12/2012 5:12,Nee
1061,NA,NA,-1.278221,NA,NA,7/12/2012 7:19,Nee
1062,30086.87,45.08184,-1.278221,m,RENTAL,7/12/2012 7:19,Nee
1063,308834.9,54.38954,1.732251,f,OWNER,7/12/2012 8:51,Ja
1064,156682.1,44.43892,0.4201686,f,OWNER,7/12/2012 11:39,Ja
1065,299107.2,80.32342,0.1964543,f,OWNER,7/12/2012 18:06,Ja
1066,265200,41.87697,0.7706601,f,OWNER,7/12/2012 18:08,Ja
1067,62921.1,33.41292,0.9989252,m,OWNER,7/12/2012 20:51,Ja
1068,148520.2,69.09409,-1.140643,f,RENTAL,7/13/2012 0:12,Nee
1069,5557.246,26.11414,0.2180688,m,OWNER,7/13/2012 1:25,Nee
1070,104420.9,28.25003,2.054763,m,OWNER,7/13/2012 3:46,Nee
1071,164076,47.43351,-0.1292347,f,RENTAL,7/13/2012 6:34,Nee
1072,162920.8,65.27397,0.0294243,f,OWNER,7/13/2012 11:01,Nee
1073,324702.7,63.05683,1.543416,f,OWNER,7/13/2012 11:21,Ja
1074,233506.2,25.90788,3.207575,f,OWNER,7/13/2012 17:34,Nee
1075,261372.9,91.29136,-0.8983289,f,RENTAL,7/13/2012 19:01,Nee
1076,36555.90403,35.89340252,0.043672147,m,OWNER,7/14/2012 7:39,Nee
1077,157990.8,48.44644,0.4548555,f,OWNER,7/14/2012 10:17,Ja
1078,302370.7,53.92132,0.5448982,f,OWNER,7/14/2012 23:07,Ja
1079,115955.1,53.07288,-1.557357,f,RENTAL,7/15/2012 4:12,Ja
1080,169419.2,59.41318,0.4704664,f,OWNER,7/15/2012 4:23,Nee
1081,67524.18,49.90789,-0.7030265,f,RENTAL,7/15/2012 7:31,Ja
1082,56624.48,NA,NA,NA,NA,7/15/2012 19:44,Nee
1083,56624.48,81.9025,-6.482574,m,RENTAL,7/15/2012 19:44,Nee
1084,224130.3,44.81733,1.656772,f,OWNER,7/17/2012 3:52,Ja
1085,NA,52.36675,NA,m,NA,7/17/2012 9:04,Nee
1086,67166.47,52.36675,-0.9114951,m,RENTAL,7/17/2012 9:04,Nee
1087,76606.73,20.51858,-0.2454356,f,RENTAL,7/17/2012 9:25,Nee
1088,308820,40.16391,2.118026,f,OWNER,7/17/2012 12:09,Ja
1089,9259.117259,27.71583799,-0.326224075,m,RENTAL,7/17/2012 15:02,Nee
1090,334676.6,46.75174,2.505945,f,OWNER,7/17/2012 19:43,Ja
1091,61538.4,NA,NA,NA,RENTAL,7/17/2012 20:54,Nee
1092,61538.4,67.16636,-2.26086,m,RENTAL,7/17/2012 20:54,Nee
1093,154314.5,50.25861,1.58056,f,OWNER,7/17/2012 21:21,Ja
1094,192001.5,54.64487,-0.6012492,f,RENTAL,7/18/2012 1:39,Nee
1095,NA,NA,NA,m,NA,7/18/2012 8:23,Nee
1096,107711.1,50.56669,-0.6043359,m,RENTAL,7/18/2012 8:23,Nee
1097,170421.7,NA,-0.1003152,m,NA,7/18/2012 9:24,Nee
1098,170421.7,54.51012,-0.1003152,m,RENTAL,7/18/2012 9:24,Nee
1099,164787.9,21.52435,0.711247,f,OWNER,7/18/2012 13:46,Nee
1100,155044.8,41.25524,0.05772505,f,OWNER,7/18/2012 20:39,Ja
1101,12126.57,29.77603,-0.1252466,m,RENTAL,7/19/2012 0:59,Ja
1102,274987.7,71.23134,0.429441,f,OWNER,7/19/2012 5:19,Ja
1103,180276,86.47279,-0.8358237,f,RENTAL,7/19/2012 11:37,Nee
1104,190060.6,81.75009,-0.2648144,f,RENTAL,7/19/2012 20:36,Nee
1105,NA,NA,-1.787258,m,RENTAL,7/19/2012 21:00,Nee
1106,50279.23,55.41571,-1.787258,m,RENTAL,7/19/2012 21:00,Nee
1107,161306.9,37.33077,0.7274402,f,OWNER,7/20/2012 8:57,Nee
1108,89974.5,54.12882,-1.001672,m,RENTAL,7/20/2012 17:23,Ja
1109,89974.5,54.12882,-1.001672,m,RENTAL,7/20/2012 17:23,Ja
1110,39627.47,18.46378,5.227828,m,OWNER,7/20/2012 19:51,Ja
1111,76317.58,25.21649,1.347715,m,OWNER,7/21/2012 15:57,Nee
1112,96649.60388,34.8007879,0.825485065,m,OWNER,7/21/2012 19:05,Nee
1113,256905.8,55.69026,2.272602,f,OWNER,7/22/2012 2:03,Ja
1114,53167.71409,38.59445277,0.090601914,m,OWNER,7/22/2012 4:01,Nee
1115,317360.8,46.47339,0.2651382,f,OWNER,7/22/2012 12:16,Nee
1116,37342.18,34.49854,-0.1296485,m,RENTAL,7/22/2012 14:30,Ja
1117,87974.06,68.47559,-0.2843513,f,RENTAL,7/22/2012 22:24,Nee
1118,56501.61,28.22624,1.028801,m,OWNER,7/22/2012 23:29,Ja
1119,57018.60081,33.69468564,0.571654593,m,OWNER,7/23/2012 0:42,Ja
1120,293757.6,41.13252,1.827403,f,OWNER,7/23/2012 5:04,Ja
1121,108337.9034,67.99707858,-2.381967561,NA,NA,7/23/2012 17:23,Nee
1122,108337.9034,67.99707858,-2.381967561,m,RENTAL,7/23/2012 17:23,Nee
1123,157248.1,37.0004,1.209384,m,OWNER,7/24/2012 0:59,Nee
1124,82175.86,48.06198,NA,m,RENTAL,7/24/2012 2:47,Nee
1125,82175.86,48.06198,-0.2191827,m,RENTAL,7/24/2012 2:47,Nee
1126,38510.09,38.06353,-0.3484453,m,RENTAL,7/24/2012 6:44,Nee
1127,25090.39,28.49764,0.2563786,m,OWNER,7/24/2012 23:07,Ja
1128,69316.61,43.53794,-0.4961618,m,RENTAL,7/25/2012 0:56,Nee
1129,227176.2,87.29894,0.3859478,f,OWNER,7/25/2012 2:19,Nee
1130,45401.02,23.95213,1.133139,m,OWNER,7/25/2012 2:58,Ja
1131,11068.48,28.14852,-0.07102771,m,RENTAL,7/25/2012 11:05,Nee
1132,NA,61.75891,-0.8440414,m,RENTAL,7/25/2012 13:38,Nee
1133,152408.4,61.75891,-0.8440414,m,RENTAL,7/25/2012 13:38,Nee
1134,109999,58.26674,0.3636834,f,OWNER,7/26/2012 17:13,Nee
1135,110750.4,65.59414,0.2290462,f,OWNER,7/26/2012 20:56,Nee
1136,43248.24,27.69816,0.8849585,m,OWNER,7/26/2012 23:32,Nee
1137,40705.48,36.54511,-0.06293495,m,RENTAL,7/27/2012 6:53,Nee
1138,549466.2,48.48674,3.571059,f,OWNER,7/27/2012 7:22,Ja
1139,149699.1,28.19523,-0.2806462,f,RENTAL,7/27/2012 16:58,Ja
1140,50297.38,41.63329,-0.3732327,m,RENTAL,7/27/2012 21:43,Nee
1141,55650.6,29.4908,0.8286969,m,OWNER,7/28/2012 4:13,Nee
1142,56394.67,42.77533,-0.3510468,m,RENTAL,7/28/2012 11:00,Nee
1143,10495.36205,21.46927901,1.36189315,m,OWNER,7/28/2012 12:46,Nee
1144,23869.26,32.01587,0.124685,m,OWNER,7/28/2012 14:48,Nee
1145,34044.60137,30.0331476,0.388036696,m,OWNER,7/28/2012 18:54,Ja
1146,122275,49.26121,-0.2160263,f,RENTAL,7/29/2012 2:38,Nee
1147,24426.76,25.19011,0.7281204,m,OWNER,7/29/2012 11:56,Ja
1148,14339.20492,25.81097474,0.025158997,m,OWNER,7/29/2012 12:12,Nee
1149,93770.84,60.01687,1.138126,f,OWNER,7/29/2012 14:46,Ja
1150,154843.7,41.46795,0.6815969,m,OWNER,7/29/2012 16:29,Nee
1151,174062.6,55.82244,1.589342,f,OWNER,7/30/2012 5:11,Ja
1152,47167.77722,24.38947058,1.660334216,m,OWNER,7/30/2012 7:54,Ja
1153,114040.7,45.0076,-0.11968,f,RENTAL,7/30/2012 11:02,Nee
1154,106955.8,44.36308,0.1218539,m,OWNER,7/30/2012 13:00,Nee
1155,130865.7,47.7527,0.2448976,m,OWNER,7/30/2012 16:25,Ja
1156,29932.12,36.35481,0.1106868,m,OWNER,7/30/2012 19:19,Ja
1157,42843.19,36.29076,0.409666,m,OWNER,7/31/2012 7:27,Nee
1158,247837.9,43.94876,-0.04768211,f,RENTAL,7/31/2012 12:56,Ja
1159,138779.5,71.75066,-0.6883793,f,RENTAL,7/31/2012 16:33,Nee
1160,NA,NA,NA,NA,RENTAL,7/31/2012 23:56,Nee
1161,81215.94,54.26624,-0.4742335,m,RENTAL,7/31/2012 23:56,Nee
1162,239604,41.27746,1.454387,f,OWNER,8/1/2012 0:02,Nee
1163,57442.49,35.14112,0.1816383,m,OWNER,8/1/2012 8:13,Nee
1164,NA,52.36225,-0.228462,m,RENTAL,8/1/2012 22:14,Ja
1165,102412,52.36225,-0.228462,m,RENTAL,8/1/2012 22:14,Ja
1166,119074.4,66.2085,NA,m,RENTAL,8/1/2012 23:44,Ja
1167,119074.4,66.2085,-1.745281,m,RENTAL,8/1/2012 23:44,Ja
1168,42532.39,38.90818,0.1320079,m,OWNER,8/2/2012 5:10,Ja
1169,406649.7,62.65927,2.318757,f,OWNER,8/2/2012 7:38,Ja
1170,299776.4,65.14549,-0.1106304,f,RENTAL,8/2/2012 13:04,Ja
1171,150711.2,26.90977,2.68064,m,OWNER,8/2/2012 22:34,Ja
1172,144959.8,36.74611,1.058556,m,OWNER,8/3/2012 12:00,Nee
1173,180834.3,80.48434,-0.05164638,f,RENTAL,8/3/2012 19:13,Nee
1174,204890.2,97.04539,-2.788807,f,RENTAL,8/3/2012 23:25,Ja
1175,27125.26582,30.99179232,0.242893479,m,OWNER,8/4/2012 1:37,Nee
1176,260636.8,58.35343,0.02232572,f,OWNER,8/4/2012 2:04,Nee
1177,85883.38,NA,-1.183411,m,RENTAL,8/4/2012 6:39,Nee
1178,85883.38,58.73902,-1.183411,m,RENTAL,8/4/2012 6:39,Nee
1179,51425.14,36.92092,0.3921449,m,OWNER,8/4/2012 6:46,Ja
1180,50818.77,37.49498,-0.1579001,m,RENTAL,8/4/2012 9:42,Nee
1181,207270.5,57.32324,-0.544607,f,RENTAL,8/4/2012 10:45,Nee
1182,102768.3,31.42503,0.1515849,f,OWNER,8/4/2012 11:33,Nee
1183,351529.7,83.25057,-0.4343833,f,RENTAL,8/4/2012 12:22,Ja
1184,46996.46,NA,NA,m,NA,8/4/2012 19:06,Nee
1185,46996.46,47.65778,-1.3018,m,RENTAL,8/4/2012 19:06,Nee
1186,131572.3,51.09376,-0.9542331,f,RENTAL,8/5/2012 10:47,Nee
1187,88608.59,81.82434,-1.790033,f,RENTAL,8/5/2012 11:33,Nee
1188,69993.34,30.82297,0.9481307,m,OWNER,8/5/2012 13:30,Nee
1189,35325.20014,27.98521519,0.784830322,m,OWNER,8/5/2012 16:15,Nee
1190,40499.08,31.74394,0.3359468,m,OWNER,8/5/2012 17:39,Ja
1191,129991.2,93.55413,-2.085764,f,RENTAL,8/6/2012 0:50,Nee
1192,74135.94,36.56938,-0.474357,f,RENTAL,8/6/2012 2:40,Ja
1193,194428.7,85.03904,-1.604538,f,RENTAL,8/6/2012 9:49,Nee
1194,68186.22,35.7232,0.4493148,m,OWNER,8/6/2012 12:15,Nee
1195,65077.19162,NA,-0.496888921,NA,NA,8/7/2012 1:04,Nee
1196,65077.19162,50.45890879,-0.496888921,m,RENTAL,8/7/2012 1:04,Nee
1197,NA,NA,NA,NA,RENTAL,8/7/2012 2:37,Nee
1198,76582.38,54.5307,-1.099058,m,RENTAL,8/7/2012 2:37,Nee
1199,79852.5759,43.95451798,-0.231885893,m,RENTAL,8/7/2012 12:51,Nee
1200,6269.741,26.19549,-0.03059061,m,RENTAL,8/7/2012 12:57,Ja
1201,434756.6,39.78818,1.387113,f,OWNER,8/7/2012 15:00,Ja
1202,51272.47,38.29468,-0.1970168,m,RENTAL,8/8/2012 8:36,Nee
1203,68811.97,41.54407,-0.1205226,m,RENTAL,8/8/2012 17:16,Nee
1204,67478.52126,NA,-0.918786966,NA,NA,8/9/2012 1:16,Ja
1205,67478.52126,52.3384466,-0.918786966,m,RENTAL,8/9/2012 1:16,Ja
1206,285946.2,67.01094,0.3050758,f,OWNER,8/9/2012 16:54,Ja
1207,101039.4,38.03097,0.3603911,m,OWNER,8/9/2012 21:14,Nee
1208,327685.4,53.21311,4.133388,f,OWNER,8/9/2012 23:11,Ja
1209,40086.45,30.23584,0.4739919,m,OWNER,8/10/2012 1:04,Nee
1210,166910.4,62.73675,-0.5254099,f,RENTAL,8/10/2012 4:56,Nee
1211,71971.67,39.61762,-0.01599141,m,RENTAL,8/10/2012 5:29,Nee
1212,55456.10106,25.36161284,1.739868281,m,OWNER,8/10/2012 14:58,Nee
1213,98635.91179,NA,-0.789400775,NA,RENTAL,8/10/2012 16:14,Nee
1214,98635.91179,53.85442391,-0.789400775,m,RENTAL,8/10/2012 16:14,Nee
1215,95256.2,28.74051,1.687473,m,OWNER,8/10/2012 18:07,Nee
1216,144827.9,50.54476,-1.89212,f,RENTAL,8/10/2012 21:04,Nee
1217,120273.3,NA,NA,NA,RENTAL,8/10/2012 21:16,Nee
1218,120273.3,61.75537,-0.9440901,m,RENTAL,8/10/2012 21:16,Nee
1219,38315.37,20.47839,3.05967,m,OWNER,8/11/2012 8:27,Nee
1220,15875,34.46079,-0.2889337,m,RENTAL,8/11/2012 15:44,Nee
1221,277804.8,60.60787,1.289846,f,OWNER,8/12/2012 7:15,Nee
1222,134924.5,72.80399,-1.032083,f,RENTAL,8/12/2012 11:25,Nee
1223,139686.9621,41.18136655,1.125548803,m,OWNER,8/12/2012 11:55,Ja
1224,201078.2,41.53061,2.354995,f,OWNER,8/12/2012 13:13,Ja
1225,30767.59,38.88299,-0.6602879,m,RENTAL,8/13/2012 0:02,Nee
1226,152986,39.81469,1.142606,f,OWNER,8/13/2012 3:44,Ja
1227,92704.76,39.69998,0.2408124,m,OWNER,8/13/2012 9:28,Nee
1228,324249.1,48.49529,1.880689,f,OWNER,8/13/2012 20:41,Ja
1229,38503.22,23.80352,1.316684,m,OWNER,8/13/2012 21:29,Nee
1230,192460.1,35.08824,-2.201137,f,RENTAL,8/15/2012 9:22,Ja
1231,288321.1,40.21535,2.2559,m,OWNER,8/15/2012 12:48,Nee
1232,82894.41,33.80636,0.6057286,m,OWNER,8/15/2012 16:00,Ja
1233,129314.3,59.04565,NA,m,RENTAL,8/15/2012 19:15,Nee
1234,129314.3,59.04565,-0.597206,m,RENTAL,8/15/2012 19:15,Nee
1235,231372.8,63.21626,0.9208871,f,OWNER,8/15/2012 20:38,Nee
1236,216309.5,50.75193,0.3435152,f,OWNER,8/16/2012 6:32,Ja
1237,272480.9,88.45227,-0.7727011,f,RENTAL,8/16/2012 9:03,Ja
1238,402383.6,41.12946,3.545707,f,OWNER,8/16/2012 11:38,Ja
1239,124012.1,48.9515,-0.778844,f,RENTAL,8/17/2012 1:09,Nee
1240,126518.6,58.304,-1.268236,f,RENTAL,8/17/2012 6:52,Ja
1241,24743.31148,31.52053291,0.014941482,m,OWNER,8/17/2012 10:34,Ja
1242,241700.1,33.41832,0.2820565,f,OWNER,8/17/2012 15:52,Nee
1243,177880,59.91484,0.08495987,f,OWNER,8/17/2012 23:09,Nee
1244,99934.43,83.39166,-1.26563,f,RENTAL,8/18/2012 0:54,Ja
1245,30254.51,30.19798,0.4757028,m,OWNER,8/18/2012 2:19,Nee
1246,212660.9,44.44197,1.409532,f,OWNER,8/18/2012 3:14,Ja
1247,167797,41.79179,0.4871679,f,OWNER,8/18/2012 10:00,Nee
1248,95959.82,54.9152,0.261741,f,OWNER,8/18/2012 17:12,Ja
1249,26616.33033,20.41857108,1.920834374,m,OWNER,8/18/2012 19:52,Nee
1250,96756.68582,45.60758143,0.158339915,m,OWNER,8/19/2012 6:18,Ja
1251,18691.65,32.3029,-0.07722238,m,RENTAL,8/19/2012 9:05,Nee
1252,34009.87,38.27296,-0.3468092,m,RENTAL,8/19/2012 9:13,Ja
1253,115787.4,55.79385,-2.621708,f,RENTAL,8/19/2012 9:17,Ja
1254,179019.9,50.65135,0.832144,f,OWNER,8/19/2012 13:26,Nee
1255,57264.55,30.29444,0.7194461,m,OWNER,8/19/2012 14:40,Nee
1256,29028.57,20.19565,2.413065,m,OWNER,8/20/2012 3:48,Ja
1257,22385.71,25.90838,0.3277294,m,OWNER,8/20/2012 6:08,Nee
1258,336134.3,43.79175,3.045239,f,OWNER,8/20/2012 9:15,Ja
1259,59755.84,39.60667,-0.2889099,m,RENTAL,8/20/2012 10:40,Nee
1260,121282.1,47.79132,-0.0985077,f,RENTAL,8/20/2012 14:54,Ja
1261,7050.604,36.23524,-1.240119,m,RENTAL,8/20/2012 19:48,Ja
1262,19655.12,29.66945,-0.04110228,m,RENTAL,8/20/2012 23:16,Nee
1263,58218.65,39.58881,0.211772,m,OWNER,8/21/2012 0:39,Ja
1264,45128.4,37.8395,-0.3121772,m,RENTAL,8/21/2012 8:44,Ja
1265,47836.46,32.70341,0.4910703,m,OWNER,8/21/2012 9:11,Ja
1266,46341.86847,27.88365779,1.405667235,m,OWNER,8/21/2012 14:16,Ja
1267,NA,52.46124,-1.003078,NA,NA,8/21/2012 19:30,Ja
1268,62580.81,52.46124,-1.003078,m,RENTAL,8/21/2012 19:30,Ja
1269,73428.16,80.40287,-2.962876,f,RENTAL,8/22/2012 3:24,Nee
1270,166010.2,NA,-0.350763,NA,RENTAL,8/22/2012 4:12,Nee
1271,166010.2,58.99143,-0.350763,m,RENTAL,8/22/2012 4:12,Nee
1272,264127.7,58.56187,1.618205,f,OWNER,8/22/2012 8:34,Ja
1273,135126.8,51.80454,-0.2063157,f,RENTAL,8/22/2012 8:52,Nee
1274,126239.5,21.24746,6.016586,m,OWNER,8/22/2012 19:03,Ja
1275,95765.77,60.52844,-1.387685,f,RENTAL,8/22/2012 19:28,Ja
1276,247328.4,77.74007,0.09256612,f,OWNER,8/22/2012 23:00,Nee
1277,22855.72,38.39534,-0.690886,m,RENTAL,8/23/2012 10:33,Nee
1278,132454.8,40.50265,0.758379,m,OWNER,8/23/2012 13:49,Nee
1279,301158.1,35.81178,0.6705338,f,OWNER,8/23/2012 16:45,Ja
1280,23579.33,21.71983,1.381319,m,OWNER,8/23/2012 18:07,Ja
1281,78208.79,NA,NA,m,RENTAL,8/23/2012 22:03,Nee
1282,78208.79,63.23958,-1.745479,m,RENTAL,8/23/2012 22:03,Nee
1283,NA,52.94977,-0.01127837,m,RENTAL,8/23/2012 22:05,Nee
1284,191012.3,52.94977,-0.01127837,m,RENTAL,8/23/2012 22:05,Nee
1285,56227.98,19.1094,4.759818,m,OWNER,8/24/2012 1:21,Ja
1286,23522.73861,28.7012562,0.433019042,m,OWNER,8/24/2012 2:03,Nee
1287,355057.3,49.93322,1.839648,f,OWNER,8/24/2012 2:29,Ja
1288,42675.4,31.06658,0.3199176,m,OWNER,8/24/2012 3:19,Ja
1289,74408.08,35.47255,0.4969446,m,OWNER,8/24/2012 4:17,Ja
1290,19748.78,40.58474,-0.7453089,m,RENTAL,8/24/2012 7:11,Ja
1291,181797.9,46.25371,0.1670992,f,OWNER,8/24/2012 10:33,Nee
1292,NA,56.71556,-1.047469,NA,RENTAL,8/24/2012 19:25,Ja
1293,81032.49,56.71556,-1.047469,m,RENTAL,8/24/2012 19:25,Ja
1294,NA,55.56228274,NA,m,RENTAL,8/25/2012 19:19,Nee
1295,117668.2315,55.56228274,-0.523154844,m,RENTAL,8/25/2012 19:19,Nee
1296,30502.4552,21.91475743,2.002290785,m,OWNER,8/25/2012 21:29,Nee
1297,86373.05,59.45213,NA,m,RENTAL,8/25/2012 22:01,Nee
1298,86373.05,59.45213,-0.8883263,m,RENTAL,8/25/2012 22:01,Nee
1299,188031.3,57.87486,-3.234935,f,RENTAL,8/26/2012 5:09,Nee
1300,38332.63,30.20981,0.204611,m,OWNER,8/26/2012 14:28,Ja
1301,193881,49.23794,0.1879361,f,OWNER,8/26/2012 15:42,Nee
1302,NA,NA,-2.563075,m,NA,8/26/2012 16:54,Ja
1303,30395.1,60.25787,-2.563075,m,RENTAL,8/26/2012 16:54,Ja
1304,NA,71.1118,NA,m,NA,8/26/2012 21:22,Nee
1305,170139.4,71.1118,-1.457189,m,RENTAL,8/26/2012 21:22,Nee
1306,92721.85,41.7165,-0.04394464,m,RENTAL,8/27/2012 1:45,Nee
1307,133924.2,41.66175,0.5871112,m,OWNER,8/27/2012 13:43,Ja
1308,53000.7,37.95309,-0.03462746,m,RENTAL,8/27/2012 15:04,Nee
1309,8593.714,31.03892,-1.235845,m,RENTAL,8/28/2012 5:28,Ja
1310,32647.82,35.00624,0.03655766,m,OWNER,8/28/2012 10:52,Nee
1311,46670.7,33.71366,-0.1229217,m,RENTAL,8/28/2012 20:25,Nee
1312,70098.56936,NA,NA,NA,RENTAL,8/28/2012 21:51,Ja
1313,70098.56936,71.31147949,-2.8116584,m,RENTAL,8/28/2012 21:51,Ja
1314,178255.6,34.41709,0.716317,f,OWNER,8/29/2012 2:20,Ja
1315,36794.2,64.49698,-2.781013,m,RENTAL,8/29/2012 2:31,Nee
1316,36794.2,64.49698,-2.781013,m,RENTAL,8/29/2012 2:31,Nee
1317,172906.2,37.21434,1.487297,f,OWNER,8/29/2012 3:19,Nee
1318,54244.75,29.95281,0.5151077,m,OWNER,8/29/2012 8:12,Ja
1319,11474.49,20.01891,1.509179,m,OWNER,8/29/2012 9:50,Ja
1320,33803.36,33.61989,0.01227801,m,OWNER,8/29/2012 11:04,Ja
1321,144443.1,66.35312,-0.1659374,f,RENTAL,8/29/2012 11:38,Ja
1322,23446.15,35.47774,-0.9958405,m,RENTAL,8/29/2012 14:33,Nee
1323,47549.34,56.48744,NA,NA,RENTAL,8/29/2012 17:14,Nee
1324,47549.34,56.48744,-1.918272,m,RENTAL,8/29/2012 17:14,Nee
1325,168413.2,79.19574,-0.6281412,f,RENTAL,8/30/2012 16:43,Nee
1326,11169.8,38.12442,-1.018822,m,RENTAL,8/30/2012 18:13,Ja
1327,95670.8,36.89897,0.8885494,m,OWNER,8/31/2012 5:40,Ja
1328,47437.87,NA,NA,m,RENTAL,8/31/2012 6:08,Nee
1329,47437.87,62.40182,-2.362269,m,RENTAL,8/31/2012 6:08,Nee
1330,5975.837319,36.19259194,-1.420954411,m,RENTAL,8/31/2012 18:55,Nee
1331,14309.59,29.33786,-0.2011093,m,RENTAL,8/31/2012 19:29,Ja
1332,84084.35777,36.85755413,0.749040349,m,OWNER,9/1/2012 3:58,Ja
1333,235319.6,55.23465,0.8669526,f,OWNER,9/1/2012 5:21,Nee
1334,16794.84,50.3566,-2.513812,NA,RENTAL,9/1/2012 12:30,Nee
1335,16794.84,50.3566,-2.513812,m,RENTAL,9/1/2012 12:30,Nee
1336,65130.03462,53.87882495,NA,m,RENTAL,9/1/2012 22:34,Nee
1337,65130.03462,53.87882495,-0.766748976,m,RENTAL,9/1/2012 22:34,Nee
1338,37306.03755,29.23443182,0.731368556,m,OWNER,9/2/2012 3:52,Nee
1339,152041.4,32.29329,-0.007358748,f,RENTAL,9/2/2012 15:51,Nee
1340,258497.9,66.1872,-0.4367166,f,RENTAL,9/2/2012 21:33,Nee
1341,236668.8,48.63768,2.792898,f,OWNER,9/2/2012 23:43,Nee
1342,85681.72,44.17818,-0.01804542,f,RENTAL,9/3/2012 4:34,Nee
1343,44678.99048,57.82075469,-1.745414218,m,NA,9/3/2012 6:44,Nee
1344,44678.99048,57.82075469,-1.745414218,m,RENTAL,9/3/2012 6:44,Nee
1345,15504.2,23.96037,0.489812,m,OWNER,9/3/2012 9:36,Nee
1346,176452.6,50.10795,-0.6679771,f,RENTAL,9/3/2012 9:57,Ja
1347,62480.87861,32.30965913,0.973638498,m,OWNER,9/3/2012 10:29,Nee
1348,235105.8,67.53905,0.02749349,f,OWNER,9/3/2012 23:40,Ja
1349,8532.172,34.87288,-1.09461,m,RENTAL,9/3/2012 23:43,Nee
1350,NA,80.20037,-2.377033,NA,NA,9/4/2012 8:20,Nee
1351,145669,80.20037,-2.377033,m,RENTAL,9/4/2012 8:20,Nee
1352,NA,51.87125,-0.07894197,NA,NA,9/4/2012 20:01,Nee
1353,132230.1,51.87125,-0.07894197,m,RENTAL,9/4/2012 20:01,Nee
1354,36953.99,22.14477,2.466639,m,OWNER,9/5/2012 0:28,Nee
1355,53591.46,45.3852,-0.4946723,m,RENTAL,9/5/2012 1:10,Ja
1356,53591.46,45.3852,-0.4946723,m,RENTAL,9/5/2012 1:10,Ja
1357,71049.38,35.02154,0.6521851,m,OWNER,9/5/2012 2:48,Nee
1358,84864.73,42.10337,-0.4314552,f,RENTAL,9/5/2012 4:02,Nee
1359,197852.2,81.51346,-1.065376,f,RENTAL,9/5/2012 10:19,Nee
1360,137096.3,69.01176,-0.1096789,f,RENTAL,9/5/2012 19:22,Nee
1361,110968.8,70.52334,0.2242932,f,OWNER,9/5/2012 22:37,Nee
1362,66832.82,43.07095,-0.2154253,m,RENTAL,9/6/2012 0:58,Nee
1363,82610.66,36.11739,0.5590705,m,OWNER,9/6/2012 2:29,Ja
1364,197894.6,67.84067,-2.137798,f,RENTAL,9/6/2012 3:24,Nee
1365,51125.31034,38.37452979,-0.365245938,m,RENTAL,9/6/2012 4:42,Nee
1366,375634.4,50.60568,0.3964108,f,OWNER,9/6/2012 16:01,Ja
1367,269013.7,79.3815,-0.4240488,f,RENTAL,9/7/2012 2:03,Nee
1368,29093.53758,22.5232074,1.404490008,m,OWNER,9/7/2012 17:03,Ja
